ENSGACG00000016217,RNF4 
ENSGACG00000013224,myt1b
ENSGACG00000013239,PCMTD2
ENSGACG00000013242,tpx2
ENSGACG00000013243,plod1a
ENSGACG00000013277,si:dkeyp-104h9.5
ENSGACG00000013284,phc2a
ENSGACG00000013289,rcc2
ENSGACG00000013304,RPL22 (2 of 2)
ENSGACG00000013312,icmt
ENSGACG00000013324,rtel1
ENSGACG00000013335,tbc1d25
ENSGACG00000013344,ccdc22
ENSGACG00000013354,slc38a5b
ENSGACG00000022823,5S_rRNA
ENSGACG00000001417,mmadhc
ENSGACG00000001422,NMI
ENSGACG00000001424,crfb15
ENSGACG00000001427,crfb5
ENSGACG00000001431,crfb6
ENSGACG00000001438,rrp1
ENSGACG00000001446,slc37a1
ENSGACG00000001450,pde9a
ENSGACG00000001454,wdr4
ENSGACG00000001455,ATP5J (1 of 2)
ENSGACG00000001456,pknox1.1
ENSGACG00000001457,tmprss3a
ENSGACG00000001462,fgf9
ENSGACG00000001463,ccdc93
ENSGACG00000001488,UTP14A
ENSGACG00000001491,insig2
ENSGACG00000001508,EN1 (1 of 2)
ENSGACG00000001509,marco
ENSGACG00000001512,dbi
ENSGACG00000001517,C2orf76
ENSGACG00000001519,itgb2
ENSGACG00000001530,UBXN4
ENSGACG00000001532,crfb2
ENSGACG00000001535,C21orf62
ENSGACG00000001536,crfb1
ENSGACG00000001538,arglu1b
ENSGACG00000001539,efnb2a
ENSGACG00000001542,GTPBP8
ENSGACG00000001545,slc10a2
ENSGACG00000001546,inhbb
ENSGACG00000001548,si:ch1073-209h18.1
ENSGACG00000001549,tfcp2l1
ENSGACG00000001550,clasp1a
ENSGACG00000001551,nifk
ENSGACG00000022685,ACA64
ENSGACG00000001563,ddx18
ENSGACG00000022715,SNORA13
ENSGACG00000001577,ACTR3 (1 of 2)
ENSGACG00000001590,DPP10 (1 of 3)
ENSGACG00000001602,cops8
ENSGACG00000001607,zgc:56376
ENSGACG00000001609,col6a3
ENSGACG00000001620,lrrfip1a
ENSGACG00000001638,CYP2J2 (1 of 6)
ENSGACG00000001640,CYP2J2 (2 of 6)
ENSGACG00000001659,tyw5
ENSGACG00000001661,C2orf47
ENSGACG00000001664,pgap1
ENSGACG00000001668,hecw2a
ENSGACG00000001676,stk17b
ENSGACG00000001680,C2orf69
ENSGACG00000001684,atp6ap2
ENSGACG00000001696,bcor
ENSGACG00000001701,mid1ip1a
ENSGACG00000001719,KATNAL1
ENSGACG00000001725,zgc:101559
ENSGACG00000001734,kbtbd7
ENSGACG00000001735,slain1a
ENSGACG00000001743,scel
ENSGACG00000001746,mycbp2
ENSGACG00000001792,fbxl3b
ENSGACG00000001800,cln5
ENSGACG00000001804,zgc:162944
ENSGACG00000001816,irg1
ENSGACG00000001829,kctd12.1
ENSGACG00000001830,lmo7a
ENSGACG00000001846,uchl3
ENSGACG00000001873,COMMD6
ENSGACG00000001878,TBC1D4
ENSGACG00000001883,klf12a
ENSGACG00000001885,klf5b
ENSGACG00000001886,dachd
ENSGACG00000001892,gpr18
ENSGACG00000001893,gpr183
ENSGACG00000001895,si:ch211-184m13.4
ENSGACG00000001896,clybl
ENSGACG00000001900,zic5
ENSGACG00000001901,zic2a
ENSGACG00000001904,tmtc4
ENSGACG00000001926,nalcn
ENSGACG00000001943,itgbl1
ENSGACG00000001948,fgf14
ENSGACG00000001955,cdc16
ENSGACG00000001972,upf3a
ENSGACG00000001975,p2ry8
ENSGACG00000001985,asmtl
ENSGACG00000001998,shox
ENSGACG00000001999,ppp2r3b
ENSGACG00000002007,si:ch211-269e2.1 (1 of 2)
ENSGACG00000002009,si:ch211-269e2.1 (2 of 2)
ENSGACG00000002011,si:ch211-218d20.15
ENSGACG00000002015,med14
ENSGACG00000002025,usp9
ENSGACG00000002035,rpl8
ENSGACG00000002051,itga4
ENSGACG00000002059,cerkl
ENSGACG00000002064,neurod
ENSGACG00000002065,ssfa2
ENSGACG00000002071,cwc22
ENSGACG00000002075,znf385b
ENSGACG00000002091,sestd1
ENSGACG00000002107,dnajc15
ENSGACG00000002110,plekhm3
ENSGACG00000002111,fzd5
ENSGACG00000002113,ccnyl1
ENSGACG00000002122,creb1b
ENSGACG00000002124,KLF7 (1 of 2)
ENSGACG00000002127,dvr1
ENSGACG00000002130,TRAPPC10
ENSGACG00000002141,cnga4
ENSGACG00000002144,fam160a2
ENSGACG00000002152,olig2
ENSGACG00000002153,PKD1L3 (1 of 2)
ENSGACG00000022410,5_8S_rRNA
ENSGACG00000002168,tmem163a
ENSGACG00000002172,acmsd
ENSGACG00000002186,CCNT2 (1 of 2)
ENSGACG00000002188,map3k19
ENSGACG00000002191,RAMP1 (1 of 2)
ENSGACG00000002196,ube2f
ENSGACG00000002200,zgc:162396
ENSGACG00000002216,adarb1b
ENSGACG00000002220,traf3ip1
ENSGACG00000002222,asb1
ENSGACG00000002226,si:dkey-34f9.3
ENSGACG00000002228,hdac4 (1 of 2)
ENSGACG00000002232,LCT (1 of 2)
ENSGACG00000021158,U6
ENSGACG00000021180,U6
ENSGACG00000022013,U6
ENSGACG00000002240,LCT (2 of 2)
ENSGACG00000002252,taar15 (10 of 26)
ENSGACG00000002255,slc16a5 (1 of 2)
ENSGACG00000002259,taar15 (11 of 26)
ENSGACG00000002261,taar15 (12 of 26)
ENSGACG00000002264,lrrc3
ENSGACG00000002266,pcbp3
ENSGACG00000002269,col18a1
ENSGACG00000002287,obsl1b
ENSGACG00000002298,ctdsp1 (1 of 2)
ENSGACG00000002303,SPEG (1 of 2)
ENSGACG00000002308,nabp1a
ENSGACG00000002310,sdpra
ENSGACG00000002314,tmeff2b
ENSGACG00000002320,slc39a10
ENSGACG00000002328,dnah7
ENSGACG00000002346,esyt3 (1 of 3)
ENSGACG00000002348,esyt3 (2 of 3)
ENSGACG00000002350,esyt3 (3 of 3)
ENSGACG00000002353,si:ch211-219a4.3
ENSGACG00000002367,PARP9
ENSGACG00000002376,faima
ENSGACG00000002380,CXCR1
ENSGACG00000002384,cx43.4
ENSGACG00000002387,calcrla
ENSGACG00000002393,tfpia
ENSGACG00000002401,gulp1a
ENSGACG00000002409,COL5A2 (1 of 2)
ENSGACG00000002501,SLC4A3
ENSGACG00000002506,igfbp2b
ENSGACG00000002508,igfbp5b
ENSGACG00000002511,tns1
ENSGACG00000002514,cyp27a7
ENSGACG00000002534,znf142
ENSGACG00000002540,PLCD4 (1 of 2)
ENSGACG00000002543,rqcd1
ENSGACG00000002557,usp37
ENSGACG00000002567,ybey
ENSGACG00000002570,mcm3ap
ENSGACG00000002592,lss
ENSGACG00000002609,hibch
ENSGACG00000002630,mstnb
ENSGACG00000002634,pms1
ENSGACG00000002642,ormdl1
ENSGACG00000002645,adat3
ENSGACG00000002647,alkbh6
ENSGACG00000002648,osgepl1
ENSGACG00000002654,fkbp7
ENSGACG00000002657,glsb
ENSGACG00000002684,stat4
ENSGACG00000002701,tuba2 (1 of 8)
ENSGACG00000002705,wdr75
ENSGACG00000002715,slc40a1
ENSGACG00000002724,asnsd1
ENSGACG00000002733,zgc:136439
ENSGACG00000002735,SYMPK
ENSGACG00000002751,SLC35F5
ENSGACG00000002755,gpr39
ENSGACG00000002758,LYPD1 (1 of 2)
ENSGACG00000002763,FTCDNL1
ENSGACG00000002766,SENP7 (1 of 2)
ENSGACG00000002771,IMPG2 (1 of 2)
ENSGACG00000002775,abi3bp
ENSGACG00000002780,tfg
ENSGACG00000002784,jagn1a
ENSGACG00000002786,col8a1a
ENSGACG00000002789,dcbld2
ENSGACG00000002796,tmem30c
ENSGACG00000002798,cmss1
ENSGACG00000002800,il1rapl1a
ENSGACG00000002817,nr0b1
ENSGACG00000002821,rnaseh2b
ENSGACG00000002825,trim13
ENSGACG00000002826,spryd7b
ENSGACG00000002834,kpna3
ENSGACG00000002858,rcbtb1 (1 of 2)
ENSGACG00000002866,phf11
ENSGACG00000002869,mcf2lb
ENSGACG00000002882,atp11a (1 of 2)
ENSGACG00000002889,sox1b
ENSGACG00000002891,arhgef7a
ENSGACG00000002900,aff3
ENSGACG00000002904,rev1
ENSGACG00000002912,txndc9
ENSGACG00000002919,MRPL30
ENSGACG00000002921,mitd1
ENSGACG00000002929,creg2
ENSGACG00000002932,mgat4a
ENSGACG00000002945,si:dkey-4e7.3 (1 of 3)
ENSGACG00000002951,inpp4aa
ENSGACG00000002959,slc9a2
ENSGACG00000002966,mfsd9
ENSGACG00000002970,tmem182
ENSGACG00000002992,pou3f3b
ENSGACG00000002996,GPR45
ENSGACG00000003001,C2orf49
ENSGACG00000003005,FHL2 (1 of 2)
ENSGACG00000003022,nck2a
ENSGACG00000003031,C2orf40
ENSGACG00000003038,uxs1
ENSGACG00000003063,tmtops2b
ENSGACG00000003067,st6gal2
ENSGACG00000003073,jam2b
ENSGACG00000003076,METTL21C (1 of 2)
ENSGACG00000003079,grk1a (1 of 2)
ENSGACG00000003108,tfdp1a
ENSGACG00000003116,dcun1d2a
ENSGACG00000003127,grtp1b
ENSGACG00000003146,lamp1
ENSGACG00000003150,pou2f1b
ENSGACG00000003161,gpa33
ENSGACG00000003166,ildr2
ENSGACG00000003173,ildr1b
ENSGACG00000003184,me3
ENSGACG00000003237,nxpe3 (3 of 8)
ENSGACG00000003240,cep97
ENSGACG00000003250,rpl24
ENSGACG00000022632,SNORA23
ENSGACG00000003264,mpc2
ENSGACG00000003276,dcaf6
ENSGACG00000003291,gpr161
ENSGACG00000003296,otc
ENSGACG00000003314,rpgra
ENSGACG00000003318,srpx
ENSGACG00000003344,sytl5
ENSGACG00000003355,dynlt3 (1 of 2)
ENSGACG00000003384,xk
ENSGACG00000003391,grpr (1 of 2)
ENSGACG00000003395,asb11
ENSGACG00000003400,piga
ENSGACG00000003420,si:dkey-192g7.3
ENSGACG00000003424,appb
ENSGACG00000003430,gabpa
ENSGACG00000003454,u2af1 (1 of 2)
ENSGACG00000003459,SIK1
ENSGACG00000003468,ankrd10b
ENSGACG00000003480,zgc:55512
ENSGACG00000003510,ing1
ENSGACG00000003514,CARKD
ENSGACG00000003527,rab20
ENSGACG00000003532,col4a2
ENSGACG00000003548,col4a1
ENSGACG00000003564,IRS2 (1 of 2)
ENSGACG00000003570,myo16
ENSGACG00000003582,tnfsf13b
ENSGACG00000003584,abhd13
ENSGACG00000003586,FAM155A (1 of 2)
ENSGACG00000003588,CCKBR (1 of 2)
ENSGACG00000003593,pdzk1
ENSGACG00000003598,GPR89A
ENSGACG00000003619,CD200 (1 of 2)
ENSGACG00000003624,MAATS1
ENSGACG00000003629,gsk3b
ENSGACG00000003631,GPR156
ENSGACG00000003643,lrrc58b
ENSGACG00000003648,fstl1b
ENSGACG00000003667,cx44.1
ENSGACG00000003669,cx45.6
ENSGACG00000003672,acp6
ENSGACG00000003683,bcl9
ENSGACG00000003689,si:dkey-66i24.9
ENSGACG00000003690,chaf1b
ENSGACG00000003694,morc3a
ENSGACG00000003701,dopey2
ENSGACG00000003713,si:ch211-125e6.9
ENSGACG00000003715,KCNE2
ENSGACG00000003716,casq2
ENSGACG00000003745,vangl1
ENSGACG00000003751,nhlh2
ENSGACG00000003752,NQO1 (1 of 10)
ENSGACG00000003754,NQO1 (2 of 10)
ENSGACG00000003762,NQO1 (3 of 10)
ENSGACG00000003764,NQO1 (4 of 10)
ENSGACG00000003769,NQO1 (5 of 10)
ENSGACG00000003770,NQO1 (6 of 10)
ENSGACG00000003776,NQO1 (7 of 10)
ENSGACG00000003783,NQO1 (8 of 10)
ENSGACG00000003788,NQO1 (9 of 10)
ENSGACG00000003798,rpe
ENSGACG00000003812,IGSF3
ENSGACG00000003818,zgc:91849
ENSGACG00000003820,klhl6
ENSGACG00000003830,kal1a
ENSGACG00000003842,tbl1x
ENSGACG00000003851,gpr143
ENSGACG00000003863,ASB9
ENSGACG00000003867,mospd2
ENSGACG00000003896,fancb
ENSGACG00000003900,glra2
ENSGACG00000003946,gpm6bb
ENSGACG00000003967,ofd1
ENSGACG00000003972,RAB9A (1 of 2)
ENSGACG00000003978,egfl6
ENSGACG00000003992,tlr8a
ENSGACG00000003996,tlr7
ENSGACG00000004014,tlr7
ENSGACG00000004025,ARHGAP6 (1 of 2)
ENSGACG00000004031,MID1 (1 of 2)
ENSGACG00000004045,COG3 (1 of 2)
ENSGACG00000004046,COG3 (2 of 2)
ENSGACG00000004048,ednrb1b
ENSGACG00000004056,lect1
ENSGACG00000004057,PCDH8 (1 of 2)
ENSGACG00000004062,pcdh8
ENSGACG00000004069,PCDH17 (1 of 2)
ENSGACG00000004074,slitrk5b
ENSGACG00000004078,FASTKD5
ENSGACG00000004082,GPC6 (1 of 2)
ENSGACG00000004101,dct
ENSGACG00000004124,sox21b
ENSGACG00000004126,ABCC4 (1 of 3)
ENSGACG00000004153,CLDN10
ENSGACG00000004159,cldn10l2
ENSGACG00000004166,dnajc3
ENSGACG00000004189,uggt2
ENSGACG00000004221,hs6st3b (1 of 2)
ENSGACG00000004222,MBNL2 (1 of 2)
ENSGACG00000004228,FARP1 (1 of 2)
ENSGACG00000004237,dock9a
ENSGACG00000004265,slc15a1a
ENSGACG00000004299,stk24a
ENSGACG00000004314,ino80da
ENSGACG00000004321,NDUFS1 (1 of 2)
ENSGACG00000004337,gpr1
ENSGACG00000004341,adam23a
ENSGACG00000004378,casp10
ENSGACG00000004394,prkra
ENSGACG00000004410,osbpl6
ENSGACG00000004421,pde11a
ENSGACG00000004444,agps
ENSGACG00000004470,nfe2l2a
ENSGACG00000004477,hnrnpa3
ENSGACG00000004548,hoxd3a
ENSGACG00000004551,hoxd4a
ENSGACG00000004556,hoxd9a
ENSGACG00000004564,hoxd10a
ENSGACG00000004569,hoxd11a
ENSGACG00000004574,hoxd12a
ENSGACG00000004579,evx2
ENSGACG00000004584,lnpa
ENSGACG00000004591,atp5g3b
ENSGACG00000004600,atf2
ENSGACG00000004616,CHN1 (1 of 2)
ENSGACG00000004638,chrna1
ENSGACG00000004687,gpr155a
ENSGACG00000004721,scrn3
ENSGACG00000004749,CIR1
ENSGACG00000004757,sp9
ENSGACG00000004760,ola1 (1 of 2)
ENSGACG00000004770,sp3a (1 of 2)
ENSGACG00000004774,cdca7a
ENSGACG00000004790,zak
ENSGACG00000004808,RAPGEF4 (1 of 2)
ENSGACG00000004831,si:ch1073-219n12.1
ENSGACG00000004843,pdk1
ENSGACG00000004883,nup62l
ENSGACG00000004887,itga6a
ENSGACG00000004914,dlx2a
ENSGACG00000004931,dlx1a
ENSGACG00000004939,hat1
ENSGACG00000004971,slc25a12
ENSGACG00000004990,DYNC1I2 (1 of 2)
ENSGACG00000005001,cybrd1 (1 of 2)
ENSGACG00000005007,cybrd1 (2 of 2)
ENSGACG00000005012,dcaf17
ENSGACG00000005019,mettl8
ENSGACG00000005028,tlk1a
ENSGACG00000005053,gad1a
ENSGACG00000005058,sp5a
ENSGACG00000005061,myo3b
ENSGACG00000005080,UBR3 (1 of 2)
ENSGACG00000005091,UBR3 (2 of 2)
ENSGACG00000005096,mettl5
ENSGACG00000005107,ssb
ENSGACG00000005135,klhl23
ENSGACG00000005149,phgdh
ENSGACG00000005157,ccdc173
ENSGACG00000005163,ppig
ENSGACG00000005168,fastkd1
ENSGACG00000005182,klhl41a
ENSGACG00000005191,bbs5
ENSGACG00000005207,si:dkey-211m23.2
ENSGACG00000005219,CCDC89
ENSGACG00000005232,lrp2a
ENSGACG00000005264,rdh1
ENSGACG00000005277,abcb11a
ENSGACG00000005296,spc25
ENSGACG00000005307,nostrin
ENSGACG00000005325,cers6
ENSGACG00000005352,STK39
ENSGACG00000005368,si:dkey-276l13.6
ENSGACG00000005372,xirp2b
ENSGACG00000005378,CSRNP3
ENSGACG00000005385,GALNT3
ENSGACG00000005428,ttc21b
ENSGACG00000005450,scn1a
ENSGACG00000005466,slc38a11
ENSGACG00000005477,COBLL1
ENSGACG00000005484,GRB14
ENSGACG00000005494,fign
ENSGACG00000005501,KCNH7 (1 of 2)
ENSGACG00000005518,ifih1
ENSGACG00000005549,fap
ENSGACG00000005606,gcgb
ENSGACG00000005612,slc4a10b
ENSGACG00000005648,tbr1b
ENSGACG00000005665,tank
ENSGACG00000005671,rbms1a
ENSGACG00000005729,CD302
ENSGACG00000005734,BAZ2B (1 of 4)
ENSGACG00000005749,WDSUB1 (1 of 2)
ENSGACG00000005757,TANC1
ENSGACG00000005778,dap1b
ENSGACG00000005780,PKP4 (1 of 2)
ENSGACG00000005787,CCDC148
ENSGACG00000005800,upp2
ENSGACG00000005810,ACVR1
ENSGACG00000005819,ACVR1C
ENSGACG00000005831,nr4a2a
ENSGACG00000005851,KCNJ3
ENSGACG00000005860,galnt13
ENSGACG00000005884,rprmb
ENSGACG00000005886,prpf40a
ENSGACG00000005914,fmnl2a
ENSGACG00000005931,sumo3b (1 of 2)
ENSGACG00000005937,pttg1ipb
ENSGACG00000005954,glb1l
ENSGACG00000005972,ankzf1
ENSGACG00000005978,ASTL (4 of 12)
ENSGACG00000005986,TRA2B
ENSGACG00000005991,igf2bp2a
ENSGACG00000006043,tmem41aa
ENSGACG00000006057,ehhadh
ENSGACG00000006064,C3orf70
ENSGACG00000006066,nme8
ENSGACG00000006073,smarcal1
ENSGACG00000006082,4-Mar
ENSGACG00000006089,col6a2 (1 of 2)
ENSGACG00000006130,xrcc5
ENSGACG00000006165,tmem169
ENSGACG00000006173,PFKL
ENSGACG00000006196,MAP3K13
ENSGACG00000006203,trpm2 (1 of 2)
ENSGACG00000006218,trpm2 (2 of 2)
ENSGACG00000006226,FAM126B
ENSGACG00000006235,cflara
ENSGACG00000006240,dip2a
ENSGACG00000006286,prmt2
ENSGACG00000006301,ercc1
ENSGACG00000006317,mxra5b
ENSGACG00000006325,arsh
ENSGACG00000006333,snx4 (1 of 2)
ENSGACG00000006349,IHH (1 of 2)
ENSGACG00000006360,BIN1 (1 of 2)
ENSGACG00000006373,tmem198a
ENSGACG00000006376,desma (1 of 2)
ENSGACG00000006392,ptprna
ENSGACG00000006408,dnajb2
ENSGACG00000006417,tuba8l3
ENSGACG00000006424,tuba8l2
ENSGACG00000006433,dhdhl
ENSGACG00000006465,pofut2
ENSGACG00000006476,abca12
ENSGACG00000006488,BCOR (1 of 2)
ENSGACG00000006493,vwc2l
ENSGACG00000006496,IKZF2
ENSGACG00000006497,erbb4a
ENSGACG00000006528,cps1
ENSGACG00000006539,myl1
ENSGACG00000006588,map2
ENSGACG00000006605,heg
ENSGACG00000006616,slc12a8
ENSGACG00000006621,asmt
ENSGACG00000006627,akap17a
ENSGACG00000006634,10-Sep
ENSGACG00000006664,edar
ENSGACG00000006674,CCDC138
ENSGACG00000006678,VGLL3
ENSGACG00000006684,chmp2ba
ENSGACG00000006709,pou1f1
ENSGACG00000006719,htf1fb
ENSGACG00000006724,znf654 (1 of 2)
ENSGACG00000006729,znf654 (2 of 2)
ENSGACG00000006731,zgc:152951
ENSGACG00000006742,C3orf38
ENSGACG00000006747,epha3
ENSGACG00000006760,STX19
ENSGACG00000006770,EPHA6 (1 of 2)
ENSGACG00000006779,ARL6
ENSGACG00000006797,FBXO47
ENSGACG00000006803,CLDN14
ENSGACG00000006805,SLC5A7 (1 of 2)
ENSGACG00000006813,GCC2
ENSGACG00000006823,tmem223
ENSGACG00000006826,lims2
ENSGACG00000006855,tpt1
ENSGACG00000006880,gtf2f2b
ENSGACG00000006886,kctd4
ENSGACG00000006889,TSC22D1 (1 of 2)
ENSGACG00000006904,serp2
ENSGACG00000006911,als2a
ENSGACG00000006935,fzd7b (1 of 2)
ENSGACG00000006982,agpat3
ENSGACG00000007013,pdxka
ENSGACG00000007044,chpfa
ENSGACG00000007052,asic4a
ENSGACG00000007062,gmppab
ENSGACG00000007119,pnkd
ENSGACG00000007137,TMBIM1 (1 of 2)
ENSGACG00000007146,dars
ENSGACG00000007282,cxcr4b
ENSGACG00000007289,thsd7ba
ENSGACG00000007299,hnmt
ENSGACG00000007323,HNMT (2 of 2)
ENSGACG00000007330,spopla
ENSGACG00000007335,nxph2a
ENSGACG00000007337,ugt1a7
ENSGACG00000007387,rabl3
ENSGACG00000007408,gtf2e1
ENSGACG00000007424,stxbp5l
ENSGACG00000007436,kdelc1
ENSGACG00000007472,tex30
ENSGACG00000007473,C3orf17
ENSGACG00000007498,ralba
ENSGACG00000007503,lrp1bb
ENSGACG00000007556,bzw1a (1 of 2)
ENSGACG00000007578,myo1b
ENSGACG00000007593,wnt6b
ENSGACG00000007605,wnt10a
ENSGACG00000007612,cdk5r2b
ENSGACG00000007619,fev
ENSGACG00000007624,cryba2a
ENSGACG00000007660,umps
ENSGACG00000007714,fn1a
ENSGACG00000007737,MREG
ENSGACG00000007739,CPO (1 of 2)
ENSGACG00000007753,PARD3B (1 of 2)
ENSGACG00000007758,nrp2b
ENSGACG00000007774,epb41l5
ENSGACG00000007798,ptpn4a
ENSGACG00000007813,tmem177
ENSGACG00000007818,si:ch73-116o1.2
ENSGACG00000007845,pth2r
ENSGACG00000007889,mpp4a
ENSGACG00000007909,tmem237a
ENSGACG00000007934,ABI2 (1 of 2)
ENSGACG00000007941,cnot11
ENSGACG00000007959,lcp1
ENSGACG00000007969,alg11 (1 of 2)
ENSGACG00000007977,NEK5
ENSGACG00000007989,itm2bb
ENSGACG00000008017,med4
ENSGACG00000008038,sucla2
ENSGACG00000008088,htr2a
ENSGACG00000008096,esd
ENSGACG00000008120,LRCH1
ENSGACG00000008127,si:ch211-260b17.6
ENSGACG00000008139,taar15 (13 of 26)
ENSGACG00000008143,arl4cb
ENSGACG00000008147,sh3bp4
ENSGACG00000008155,pde1a
ENSGACG00000008166,dusp19a
ENSGACG00000008168,frzb
ENSGACG00000008189,dnajc10
ENSGACG00000008203,nup35
ENSGACG00000008206,pl10
ENSGACG00000008218,nyx
ENSGACG00000008227,caska
ENSGACG00000008239,gpr34b
ENSGACG00000008246,GPR82
ENSGACG00000008251,wdr3
ENSGACG00000008266,gdap2
ENSGACG00000008276,fam46c
ENSGACG00000008289,trim45
ENSGACG00000008295,VTCN1
ENSGACG00000008304,taar15 (14 of 26)
ENSGACG00000008305,taar15 (15 of 26)
ENSGACG00000008316,taar15 (16 of 26)
ENSGACG00000008324,taar15 (17 of 26)
ENSGACG00000008343,si:ch211-67e16.4
ENSGACG00000008352,FER1L6
ENSGACG00000008373,prkag3b
ENSGACG00000008393,ttll4
ENSGACG00000008399,ABCB6
ENSGACG00000008415,kalrna
ENSGACG00000008466,ahr2 (1 of 2)
ENSGACG00000008479,ndufa10
ENSGACG00000008500,cntnap5a
ENSGACG00000008515,zgc:136493 (2 of 2)
ENSGACG00000008521,PARP4
ENSGACG00000008537,taar15 (18 of 26)
ENSGACG00000008540,taar15 (19 of 26)
ENSGACG00000008545,taar15 (20 of 26)
ENSGACG00000008547,taar15 (21 of 26)
ENSGACG00000008551,taar15 (22 of 26)
ENSGACG00000008554,taar15 (23 of 26)
ENSGACG00000008556,taar15 (24 of 26)
ENSGACG00000008561,taar15 (25 of 26)
ENSGACG00000008579,rif1
ENSGACG00000008601,arhgap15
ENSGACG00000008611,tnfaip6
ENSGACG00000008632,itgb5
ENSGACG00000008646,etv5a (1 of 2)
ENSGACG00000008651,DGKG
ENSGACG00000008697,crygs4
ENSGACG00000008700,crygm5
ENSGACG00000008737,crygm2e
ENSGACG00000008753,crygm1
ENSGACG00000008774,crygm6
ENSGACG00000008781,si:dkey-57a22.14
ENSGACG00000008785,crygm7
ENSGACG00000008803,pikfyve
ENSGACG00000008817,ankrd44
ENSGACG00000008839,sf3b1
ENSGACG00000008855,coq10b
ENSGACG00000008860,hspd1
ENSGACG00000008995,hspe1
ENSGACG00000009010,mob4
ENSGACG00000009017,rftn2
ENSGACG00000009026,plcl1
ENSGACG00000009037,satb2 (1 of 2)
ENSGACG00000009047,dnajb11
ENSGACG00000009074,tbccd1
ENSGACG00000009079,crygs2
ENSGACG00000009092,lcmt2
ENSGACG00000009102,rab5b
ENSGACG00000009122,dbr1
ENSGACG00000009132,armc8
ENSGACG00000009159,kcnh3
ENSGACG00000009167,idh1
ENSGACG00000009181,epsti1
ENSGACG00000009186,akap11
ENSGACG00000009197,dgkh
ENSGACG00000009203,vwa8
ENSGACG00000009239,rgcc
ENSGACG00000009271,slc35a5
ENSGACG00000009289,ccdc80
ENSGACG00000009339,efhc2
ENSGACG00000009353,mao
ENSGACG00000002162,slc18a2
ENSGACG00000002170,pdzd8
ENSGACG00000002174,edaradd
ENSGACG00000002181,exo1
ENSGACG00000002189,yipf4
ENSGACG00000002201,birc6
ENSGACG00000002246,ttc27
ENSGACG00000002267,ltbp1
ENSGACG00000002277,rasgrp3
ENSGACG00000002297,cdh1
ENSGACG00000002313,si:ch211-195b21.5
ENSGACG00000002316,fam98a
ENSGACG00000002325,vps8
ENSGACG00000002342,pcca
ENSGACG00000002358,tm9sf2
ENSGACG00000002396,piezo1
ENSGACG00000002407,cdt1
ENSGACG00000002408,aprt
ENSGACG00000002412,tk2
ENSGACG00000002424,nvl
ENSGACG00000002439,degs1
ENSGACG00000002447,fbxo28
ENSGACG00000002453,polr1c
ENSGACG00000002458,ndst2a
ENSGACG00000002470,zswim8
ENSGACG00000002483,si:dkey-191g9.5
ENSGACG00000002489,galm
ENSGACG00000002507,HNRNPLL (1 of 2)
ENSGACG00000002518,cdk1
ENSGACG00000002530,ctu2
ENSGACG00000002547,RNF166
ENSGACG00000002550,cyp17a1
ENSGACG00000002571,C10orf32
ENSGACG00000002577,nt5c2a
ENSGACG00000002584,rhoq
ENSGACG00000002585,socs5
ENSGACG00000002587,PROP1
ENSGACG00000002589,mcfd2
ENSGACG00000002595,ttc7a
ENSGACG00000002612,MUC4
ENSGACG00000002618,nop16 (1 of 4)
ENSGACG00000002632,epcam
ENSGACG00000002649,plekhh2
ENSGACG00000002656,thada
ENSGACG00000002666,haao
ENSGACG00000002718,papolg
ENSGACG00000002732,pex13
ENSGACG00000002736,si:ch211-189k9.2
ENSGACG00000002743,xpo1b
ENSGACG00000002779,pcgf6
ENSGACG00000002787,inaa
ENSGACG00000002804,STK32C
ENSGACG00000002816,pwwp2b
ENSGACG00000002820,INPP5A
ENSGACG00000002824,nkx6.2
ENSGACG00000002828,valopb
ENSGACG00000002838,TTC40
ENSGACG00000002843,GABRP (1 of 2)
ENSGACG00000002848,GPR123 (1 of 2)
ENSGACG00000002854,KNDC1
ENSGACG00000002870,vox
ENSGACG00000002875,vent
ENSGACG00000002877,hs3st1l1
ENSGACG00000002880,dntt
ENSGACG00000002905,blnk
ENSGACG00000002931,CCNJ
ENSGACG00000002936,btaf1
ENSGACG00000002944,cpeb3
ENSGACG00000002949,5-Mar
ENSGACG00000002953,ide
ENSGACG00000002962,kmo
ENSGACG00000002981,opn3
ENSGACG00000002988,cdc42ep3
ENSGACG00000003000,RMDN2
ENSGACG00000003007,cyp1b1
ENSGACG00000003009,nanp
ENSGACG00000003012,polr1b
ENSGACG00000003023,si:dkey-77f5.14
ENSGACG00000003026,ttl
ENSGACG00000003032,fignl1
ENSGACG00000003033,ikzf1
ENSGACG00000003041,vwc2
ENSGACG00000003044,zgc:110045
ENSGACG00000003055,MOCOS
ENSGACG00000003077,ABHD12B (1 of 2)
ENSGACG00000003087,tm9sf3
ENSGACG00000003133,prdx3
ENSGACG00000003163,sfxn4
ENSGACG00000003174,fam45a
ENSGACG00000003191,eif3s10
ENSGACG00000003199,emx2
ENSGACG00000003208,RAB11FIP2
ENSGACG00000003212,fam204a
ENSGACG00000003216,pik3ap1
ENSGACG00000003233,sorbs1
ENSGACG00000003243,pdlim1
ENSGACG00000003253,sgpl1
ENSGACG00000003259,pcbd1
ENSGACG00000003269,ret
ENSGACG00000003302,csgalnact2
ENSGACG00000003308,sec23ip
ENSGACG00000003332,mcmbp
